created_stamp,modified_stamp,traditional,jyutping,correct,incorrect,difficulty,priority,last_reviewed_stamp
2020-07-29 19:16:54,2021-07-23 16:14:07,細佬,sai3 lou2,5,4,90,,2021-05-27 19:19:34
2020-07-29 19:16:37,2021-07-23 16:14:07,海邊,hoi2 bin1,6,4,60,,2021-04-11 16:54:07
2020-07-01 15:43:48,2021-07-23 16:14:07,騎馬,ke4 maa5,3,7,74,,2021-03-21 00:54:34
2020-07-01 15:43:36,2021-07-23 16:14:07,出貓,ceot1 maau1,4,7,60,,2021-03-16 16:26:28
2020-07-01 15:41:56,2021-07-23 16:14:07,丟,diu1,4,2,88,,2020-12-02 13:24:27
2020-07-01 15:41:46,2021-07-23 16:14:07,難,naan4,4,2,90,,2020-12-02 17:53:36
2020-07-01 15:41:38,2021-07-23 16:14:07,或者,waak6 ze2,3,8,60,,2021-03-16 18:29:08
2020-07-01 15:41:20,2021-07-23 16:14:07,考試,haau2 si5,2,8,78,,2021-06-03 03:36:38
2020-07-01 15:40:23,2021-07-23 16:14:07,歷史,lik6 si2,3,6,60,,2021-03-16 17:17:23
2020-06-25 00:21:49,2021-07-23 16:14:07,樂觀,lok6 gun1,4,11,60,,2021-02-07 20:03:38
2020-06-25 00:21:37,2021-07-23 16:14:07,希望,hei1 mong6,4,5,78,,2021-03-23 14:45:53
2020-06-25 00:21:16,2021-07-23 16:14:07,窮人,kung4 jan4,4,7,68,,2021-02-07 20:11:22
2020-06-25 00:16:09,2021-07-23 16:14:07,牛仔褲,ngau4 zai2 fu3,5,7,62,,2021-05-27 20:18:23
2020-06-25 00:11:15,2021-07-23 16:14:07,問題,man6 tai4,6,6,56,,2021-03-20 17:08:35
2020-06-25 00:08:12,2021-07-23 16:14:07,令,ling1,2,13,72,,2021-04-10 02:36:10
2020-06-25 00:07:59,2021-07-23 16:14:07,醜,cau2,5,4,90,,2020-12-02 17:53:46
2020-06-25 00:06:32,2021-07-23 16:14:07,化妝,faa3 zong1,3,9,80,,2021-04-10 02:38:22
2020-06-25 00:06:20,2021-07-23 16:14:07,開玩笑,hoi1 waan4 siu3,5,4,86,,2020-12-02 13:08:47
2020-06-22 13:43:11,2021-07-23 16:14:07,出名,ceot1 meng2,4,11,68,,2021-04-10 17:23:46
2020-06-22 13:42:47,2021-07-23 16:14:07,街上,gaai1 soeng6,4,6,70,,2021-02-07 20:01:52
2020-06-22 13:42:33,2021-07-23 16:14:07,古巴,gu2 baa1,4,4,80,,2021-03-24 22:45:23
2020-06-22 13:42:21,2021-07-23 16:14:07,裡面,leoi5 min6,5,8,80,,2020-12-09 13:24:58
2020-06-22 13:40:11,2021-07-23 16:14:07,地球,dei6 kau4,6,8,64,,2021-03-16 16:31:11
2020-06-22 13:38:22,2021-07-23 16:14:07,例子,lai6 zi2,2,15,72,,2021-03-16 16:58:58
2020-06-22 13:37:50,2021-07-23 16:14:07,專家,zyun1 gaa1,3,9,80,,2021-04-13 21:06:04
2020-06-22 13:35:54,2021-07-23 16:14:07,物理,mat6 lei5,4,6,72,,2021-03-16 17:23:32
2020-06-22 13:35:36,2021-07-23 16:14:07,機器人,gei1 hei3 jan4,5,9,50,,2021-08-13 15:42:47
2020-06-22 13:35:13,2021-07-23 16:14:07,教授,gaau3 sau6,2,15,70,,2021-03-21 00:57:55
2020-06-22 13:31:55,2021-07-23 16:14:07,扮,baan6,5,7,68,,2021-03-24 22:30:02
2020-06-22 13:31:27,2021-07-23 16:14:07,科學家,fo1 hok6 gaa1,6,2,80,,2021-01-12 01:35:13
2020-06-22 13:30:48,2021-07-23 16:14:07,水上公園,seoi2 soeng6 gung1 jyun2,5,7,78,,2021-06-03 03:33:52
2020-06-19 02:36:45,2021-07-23 16:14:07,生日快樂,saang1 jat6 faai3 lok6,4,8,66,,2021-04-13 21:06:34
2020-06-17 13:46:52,2021-07-23 16:14:07,奧巴馬,Ou3 baa1 maa5,5,9,72,,2021-08-14 01:49:27
2020-06-17 13:46:35,2021-07-23 16:14:07,風景,fung1 ging2,6,11,50,,2021-04-10 02:36:23
2020-06-17 13:46:14,2021-07-23 16:14:07,澳門,ou3 mun2,3,10,80,,2021-04-10 17:24:13
2020-06-17 13:45:57,2021-07-23 16:14:07,賭錢,dou2 cin2,4,8,70,,2021-02-07 19:55:07
2020-06-17 13:45:40,2021-07-23 16:14:07,粉絲,fan2 si1,5,10,50,,2021-03-16 16:55:51
2020-06-17 13:45:10,2021-07-23 16:14:07,影相,jing2 soeng2,3,12,80,,2021-04-10 17:24:24
2020-06-17 13:44:29,2021-07-23 16:14:07,大家,daai6 gaa1,7,1,98,,2021-04-13 21:09:36
2020-06-17 13:40:12,2021-07-23 16:14:07,來,loi4,7,3,88,,2020-12-01 16:02:06
2020-06-17 13:39:54,2021-07-23 16:14:07,白天,baak6 tin1,7,7,70,,2021-04-11 16:54:16
2020-06-17 13:39:11,2021-07-23 16:14:07,行街,haang4 gaai1,4,7,70,,2021-02-07 20:01:41
2020-06-17 13:35:11,2021-07-23 16:14:07,簽名,cim1 meng2,7,7,76,,2021-06-03 03:34:01
2020-06-17 13:35:01,2021-07-23 16:14:07,踢波,tek3 bo1,5,7,70,,2021-08-14 01:50:22
2020-06-11 17:25:23,2021-07-23 16:14:07,用,jung6,5,4,74,,2021-03-20 17:11:27
2020-06-11 17:24:56,2021-07-23 16:14:07,手提電腦,sau2 tai4 din6 nou5,5,8,70,,2021-08-14 15:38:55
2020-06-10 12:10:06,2021-07-23 16:14:07,義大利,Ji6 daai6 lei6,7,5,68,,2021-03-16 18:29:54
2020-06-10 12:07:57,2021-07-23 16:14:07,高,gou1,8,7,72,,2021-04-11 03:30:50
2020-06-10 12:07:16,2021-07-23 16:14:07,怕,paa3,5,9,66,,2021-04-11 03:30:53
2020-06-10 12:05:21,2021-07-23 16:14:07,開始,hoi1 ci2,5,13,50,,2021-06-03 03:36:14
2020-06-10 11:54:14,2021-07-23 16:14:07,停車,ting4 ce1,8,13,50,,2021-03-21 00:58:46
2020-06-10 11:53:59,2021-07-23 16:14:07,密碼,mat6 maa5,5,10,56,,2021-03-21 00:54:44
2020-06-10 11:52:50,2021-07-23 16:14:07,危險,ngai4 him2,5,8,86,,2020-12-02 13:07:27
2020-06-10 11:51:46,2021-07-23 16:14:07,地址,dei6 zi2,7,9,54,,2021-03-24 22:43:05
2020-06-10 11:28:24,2021-07-23 16:14:07,日本,jat6 bun2,10,3,78,,2020-12-12 20:48:35
2020-06-10 11:25:35,2021-07-23 16:14:07,繼續,gai3 zuk6,4,15,60,,2021-02-09 16:33:13
2020-06-10 11:20:00,2021-07-23 16:14:07,車站,ce1 zaam6,6,10,50,,2021-04-13 21:00:15
2020-06-10 11:16:53,2021-07-23 16:14:07,坐,co5,3,14,60,,2021-02-07 20:09:21
2020-06-10 11:15:00,2021-07-23 16:14:07,落車,lok6 ce1,5,5,80,,2021-03-16 16:56:24
2020-06-10 11:14:44,2021-07-23 16:14:07,刺激,ci3 gik1,3,11,80,,2021-04-11 03:33:13
2020-06-10 11:14:13,2021-07-23 16:14:07,過山車,gwo3 saan1 ce1,8,6,68,,2021-02-07 20:07:42
2020-06-10 11:07:51,2021-07-23 16:14:07,蔬菜,so1 coi3,3,12,80,,2021-06-03 03:40:37
2020-06-08 16:30:31,2021-07-23 16:14:07,科學,fo1 hok6,8,9,68,,2021-04-11 16:51:54
2020-06-08 16:29:58,2021-07-23 16:14:07,快樂,faai3 lok6,4,12,90,,2020-12-02 17:53:16
2020-06-08 16:29:38,2021-07-23 16:14:07,生日,saang1 jat6,6,2,98,,2020-12-02 13:24:39
2020-06-08 16:29:32,2021-07-23 16:14:07,相信,soeng1 seon3,4,17,54,,2021-06-03 03:39:31
2020-06-08 16:29:20,2021-07-23 16:14:07,教堂,gaau3 tong2,9,8,50,,2021-04-13 21:10:42
2020-06-08 16:28:15,2021-07-23 16:14:07,宗教,zung1 gaau3,5,17,56,,2021-02-07 20:11:34
2020-06-08 16:27:38,2021-07-23 16:14:07,冬天,dung1 tin1,5,3,98,,2020-10-16 00:47:12
2020-06-08 16:27:31,2021-07-23 16:14:07,秋天,cau1 tin1,5,10,82,,2020-11-30 19:06:36
2020-06-08 16:25:21,2021-07-23 16:14:07,夏天,haa6 tin1,4,4,98,,2020-10-16 01:23:10
2020-06-08 16:24:56,2021-07-23 16:14:07,春天,ceon1 tin1,9,6,74,,2021-02-07 19:57:14
2020-06-08 16:24:02,2021-07-23 16:14:07,春夏秋冬,ceon1 haa6 cau1 dung1,5,14,56,,2021-03-26 14:53:42
2020-06-08 16:23:33,2021-07-23 16:14:07,開開心心,hoi1 hoi1 sam1 sam1,8,1,102,,2020-10-16 00:52:05
2020-06-08 16:19:45,2021-07-23 16:14:07,祝福,zuk1 fuk1,10,4,74,,2021-03-23 14:49:29
2020-06-08 16:19:34,2021-07-23 16:14:07,同意,tung4 ji3,7,9,54,,2021-03-25 12:30:34
2020-06-08 16:12:09,2021-07-23 16:14:07,勤力,kan4 lik6,5,16,50,,2021-04-11 03:30:44
2020-06-08 15:59:22,2021-07-23 16:14:07,懶,laan5,4,11,70,,2021-02-07 20:01:01
2020-06-08 15:51:54,2021-07-23 16:14:07,最近,zeoi3 gan6,4,18,50,,2021-03-20 17:07:40
2020-06-08 02:15:35,2021-07-23 16:14:07,叻,lek1,7,4,74,,2020-12-09 17:04:44
2020-06-08 02:14:04,2021-07-23 16:14:07,小氣,siu2 hei3,7,6,80,,2021-03-26 15:06:12
2020-06-08 02:13:33,2021-07-23 16:14:07,細路仔,sai3 lou6 zai2,6,7,80,,2021-03-16 18:26:36
2020-06-08 02:12:39,2021-07-23 16:14:07,方便,fong1 bin6,9,8,62,,2021-05-27 20:18:41
2020-06-08 02:11:50,2021-07-23 16:14:07,大方,daai6 fong1,10,6,68,,2021-03-26 14:51:34
2020-06-08 02:11:21,2021-07-23 16:14:07,非洲,fei1 zau1,6,4,78,,2021-03-24 22:31:43
2020-06-08 02:10:45,2021-07-23 16:14:07,廁所,ci3 so2,11,20,50,high,2021-08-13 15:41:41
2020-06-08 02:09:44,2021-07-23 16:14:07,紅包,hung4 baau1,9,6,62,,2021-04-13 21:10:16
2020-06-08 02:09:15,2021-07-23 16:14:07,以後,ji5 hau6,8,12,50,,2021-03-21 00:57:43
2020-06-08 02:08:48,2021-07-23 16:14:07,銀行,ngan4 hong4,7,2,78,,2021-03-24 22:43:18
2020-06-08 02:07:55,2021-07-23 16:14:07,鐘,zung1,8,0,116,,2020-12-02 18:10:40
2020-06-08 02:06:48,2021-07-23 16:14:07,番工,faan1 gung1,7,10,60,veryhigh,2021-08-10 21:39:54
2020-06-08 02:06:00,2021-07-23 16:14:07,做嘢,zou6 je5,8,13,50,high,2021-08-14 01:04:33
2020-06-08 02:05:14,2021-07-23 16:14:07,上堂,soeng5 tong4,8,13,50,,2021-04-11 16:54:28
2020-06-08 01:53:02,2021-07-23 16:14:07,上樓,soeng5 lau4,3,12,80,,2021-04-11 03:32:10
2020-06-08 01:51:15,2021-07-23 16:14:07,房,fong4,6,11,56,,2021-03-26 14:53:50
2020-06-01 11:48:55,2021-07-23 16:14:07,數學,sou3 hok6,9,11,68,,2021-06-03 03:39:26
2020-06-01 11:48:21,2021-07-23 16:14:07,工程師,gung1 cing4 si1,5,15,50,,2021-03-16 18:28:48
2020-06-01 11:46:23,2021-07-23 16:14:07,老師,lou5 si1,9,4,92,,2021-03-24 22:45:55
2020-06-01 11:45:32,2021-07-23 16:14:07,會計,wui6 gai3,9,13,50,,2021-03-24 22:43:39
2020-06-01 11:44:20,2021-07-23 16:14:07,後日,hau6 jat6,7,7,74,,2020-12-09 14:38:56
2020-06-01 11:40:46,2021-07-23 16:14:07,銀行卡,ngan4 hong4 kaat1,7,10,62,,2021-02-07 19:58:35
2020-06-01 11:40:22,2021-07-23 16:14:07,信用卡,seon3 jung6 kaat1,10,12,50,,2021-03-16 16:58:04
2020-06-01 11:39:42,2021-07-23 16:14:07,雲,wan4,5,13,70,,2021-08-14 01:50:04
2020-06-01 11:39:20,2021-07-23 16:14:07,彩虹,coi2 hung4,5,20,66,,2021-03-16 16:48:47
2020-05-27 03:20:04,2021-07-23 16:14:07,西班牙文,Sai1 baan1 ngaa4 man4,9,13,52,,2021-06-10 20:47:10
2020-05-27 03:18:23,2021-07-23 16:14:07,音樂,jam1 ngok6,4,13,70,,2021-06-03 03:42:11
2020-05-27 03:07:52,2021-07-23 16:14:07,聽,ting3,8,12,56,,2021-06-03 03:42:39
2020-05-27 03:07:40,2021-07-23 16:14:07,棒球,paang5 kau4,4,17,68,,2021-02-07 20:07:29
2020-05-27 03:07:16,2021-07-23 16:14:07,帽,mou6,6,7,70,,2021-08-14 01:50:35
2020-05-27 03:06:32,2021-07-23 16:14:07,絝,fu3,7,14,50,,2021-06-03 03:38:14
2020-05-27 03:05:28,2021-07-23 16:14:07,襯衫,can3 saam1,4,12,90,,2020-12-02 17:52:51
2020-05-27 03:04:46,2021-07-23 16:14:07,牌子,paai4 zi2,7,13,68,,2021-03-16 16:57:10
2020-05-27 03:03:52,2021-07-23 16:14:07,拖鞋,to1 haai4,5,15,60,,2021-06-03 03:42:33
2020-05-27 03:03:24,2021-07-23 16:14:07,著,zoek6,10,12,72,,2021-03-16 16:29:45
2020-05-27 02:56:08,2021-07-23 16:14:07,幾大码,gei2 daai6 maa5,9,4,92,,2021-03-25 16:35:58
2020-05-27 02:55:18,2021-07-23 16:14:07,鞋,haai4,9,5,74,,2020-12-09 17:03:53
2020-05-22 20:03:44,2021-07-23 16:14:07,煮餸,zyu2 sung3,6,29,50,high,2021-08-12 03:44:57
2020-05-22 20:01:36,2021-07-23 16:14:07,小丸子,siu2 jyun2 zi2,4,2,90,,2020-12-02 17:52:20
2020-05-22 19:53:37,2021-07-23 16:14:07,便當,bin6 dong3,6,19,50,,2021-04-13 21:00:02
2020-05-22 19:52:55,2021-07-23 16:14:07,泡,paau1,12,7,70,,2021-03-23 14:39:22
2020-05-22 19:48:11,2021-07-23 16:14:07,醒目,sing2 muk6,7,23,70,veryhigh,2021-08-08 22:24:09
2020-05-22 19:47:05,2021-07-23 16:14:07,信用咭,seon3 jung6 kaat1,7,6,84,,2021-03-24 22:43:11
2020-05-22 19:46:01,2021-07-23 16:14:07,雪櫃,syut3 gwai6,3,16,80,,2021-04-10 17:27:57
2020-05-22 19:42:11,2021-07-23 16:14:07,碌柚,luk1 jau2,3,21,60,,2021-04-10 02:39:42
2020-05-22 19:41:36,2021-07-23 16:14:07,平板電腦,ping4 baan2 din6 nou5,6,15,64,,2021-04-13 21:08:12
2020-05-22 19:39:46,2021-07-23 16:14:07,起身,hei2 san1,7,18,60,,2021-06-08 16:44:49
2020-05-22 19:38:29,2021-07-23 16:14:07,越南,jyut6 naam4,7,10,76,,2021-04-10 02:38:48
2020-05-22 19:37:41,2021-07-23 16:14:07,去,heoi3,9,3,82,,2021-03-24 22:45:31
2020-05-22 19:36:40,2021-07-23 16:14:07,幾時,gei2 si4,7,9,88,veryhigh,2021-04-28 15:10:27
2020-05-22 19:35:57,2021-07-23 16:14:07,電影,din6 jing2,6,8,76,,2021-03-26 14:58:17
2020-05-22 19:35:06,2021-07-23 16:14:07,恭喜,gung1 hei2,7,13,54,,2021-03-25 12:30:42
2020-05-22 19:27:10,2021-07-23 16:14:07,文化,man4 faa3,7,10,54,,2021-03-25 12:30:57
2020-05-22 19:25:14,2021-07-23 16:14:07,喇,laa3,5,12,84,,2021-03-16 16:56:28
2020-05-22 19:24:09,2021-07-23 16:14:07,戏,hei3,9,7,68,,2021-03-16 17:17:05
2020-05-22 19:22:47,2021-07-23 16:14:07,攪笑,gaau2 siu3,6,11,84,,2020-11-30 19:10:49
2020-05-16 02:15:41,2021-07-23 16:14:07,黑人,Hak1 jan4,8,1,102,,2020-11-30 18:58:25
2020-05-16 02:15:21,2021-07-23 16:14:07,蝦,haa1,8,12,58,,2021-02-07 19:59:52
2020-05-16 02:14:14,2021-07-23 16:14:07,警察,ging2 caat3,4,13,80,,2021-03-24 22:44:38
2020-05-16 02:13:28,2021-07-23 16:14:07,差佬,caai1 lou2,4,15,76,,2021-04-11 03:33:31
2020-05-16 02:12:41,2021-07-23 16:14:07,無間道,mou4 gaan3 dou6,4,10,86,,2021-04-11 03:32:58
2020-05-16 01:59:08,2021-07-23 16:14:07,北極熊,bak1 gik6 hung4,4,6,94,,2020-12-02 17:55:58
2020-05-16 01:58:26,2021-07-23 16:14:07,攰,gui6,13,4,86,,2021-03-23 14:39:16
2020-05-16 01:57:48,2021-07-23 16:14:07,瞓覺,fan3 gaau3,4,14,70,,2021-02-07 20:08:00
2020-05-16 01:56:52,2021-07-23 16:14:07,橙汁,caang2 zap1,10,13,50,,2021-03-16 16:56:13
2020-05-16 01:56:38,2021-07-23 16:14:07,粉紅色,fan2 hung4 sik1,5,10,74,,2021-03-16 17:12:30
2020-05-13 14:03:17,2021-07-23 16:14:07,整容,zing2 jung4,4,12,90,,2020-12-02 17:52:39
2020-05-13 13:58:29,2021-07-23 16:14:07,開門,hoi1 mun4,5,10,70,,2021-03-26 14:53:31
2020-05-13 13:57:15,2021-07-23 16:14:07,開,hoi1,11,0,120,,2020-06-24 03:41:06
2020-05-13 13:56:57,2021-07-23 16:14:07,冷氣,laang5 hei3,4,15,66,,2021-02-07 20:05:58
2020-05-13 13:54:28,2021-07-23 16:14:07,出面,ceot1 min6,8,4,102,,2020-10-16 00:52:23
2020-05-13 13:51:15,2021-07-23 16:14:07,跳舞,tiu3 mou5,7,14,68,,2021-06-03 03:37:42
2020-05-13 13:51:02,2021-07-23 16:14:07,旅行,leoi5 hang4,5,14,90,,2021-03-16 16:32:45
2020-05-11 13:58:40,2021-07-23 16:14:07,睇書,tai2 syu1,8,0,120,,2020-12-02 18:06:03
2020-05-06 15:35:53,2021-07-23 16:14:07,需要,seoi1 jiu3,5,16,74,,2021-03-16 17:16:58
2020-05-06 15:35:34,2021-07-23 16:14:07,學費,hok6 fai3,9,10,68,,2021-01-12 01:30:28
2020-05-06 15:35:17,2021-07-23 16:14:07,美金,mei5 gam1,11,3,86,,2020-11-10 19:43:48
2020-05-06 15:35:03,2021-07-23 16:14:07,床,cong4,9,12,82,,2020-11-30 19:06:27
2020-05-06 15:33:47,2021-07-23 16:14:07,中學,zung1 hok6,10,2,100,,2020-12-02 17:56:07
2020-05-06 15:32:27,2021-07-23 16:14:07,大學,daai3 hok6,7,7,88,,2021-02-09 17:07:44
2020-05-06 15:31:44,2021-07-23 16:14:07,傷心,soeng1 sam1,8,20,58,,2021-06-03 03:42:53
2020-05-06 15:29:53,2021-07-23 16:14:07,劉德華,Lau4 dak1 waa4,10,10,58,,2021-03-20 17:11:46
2020-05-06 15:26:51,2021-07-23 16:14:07,刘建华,lau4 gin3 waa4,9,15,56,,2021-06-03 03:41:51
2020-05-06 15:23:10,2021-07-23 16:14:07,禮物,lai5 mat6,6,16,70,,2021-03-21 00:31:36
2020-05-06 15:22:57,2021-07-23 16:14:07,母親節,Mou5 can1 zit3,4,11,70,,2021-03-20 17:08:22
2020-05-06 15:22:23,2021-07-23 16:14:07,所以,so2 ji5,6,6,90,,2021-03-23 14:49:13
2020-05-06 15:20:12,2021-07-23 16:14:07,草莓,cou2 mui4,13,9,52,,2021-03-16 18:29:34
2020-05-06 15:19:55,2021-07-23 16:14:07,出便,ceot1 bin6,8,7,78,,2020-12-02 17:52:12
2020-05-04 17:01:23,2021-07-23 16:14:07,高鐵,gou1 tit3,5,12,76,,2021-03-16 16:55:22
2020-05-04 17:00:33,2021-07-23 16:14:07,貴,gwai3,12,12,50,,2021-08-14 15:42:53
2020-05-04 17:00:14,2021-07-23 16:14:07,藍莓,laam4 mui4,10,5,76,,2021-03-23 14:39:11
2020-05-04 15:23:20,2021-07-23 16:14:07,平,peng4,15,7,74,,2021-06-03 03:33:46
2020-05-04 15:22:38,2021-07-23 16:14:07,星巴克,Sing1 baa1 hak1,5,12,76,,2021-03-23 14:38:58
2020-05-04 15:21:49,2021-07-23 16:14:07,微信,Mei4 seon3,7,16,52,,2021-03-20 17:07:04
2020-05-04 15:21:32,2021-07-23 16:14:07,大陸,daai6 luk6,9,11,80,,2021-03-23 14:49:01
2020-05-04 15:21:14,2021-07-23 16:14:07,河馬,ho4 maa5,9,10,82,,2021-03-25 12:31:21
2020-05-04 15:21:02,2021-07-23 16:14:07,綠茶,luk6 caa4,11,5,86,,2021-04-11 16:53:14
2020-05-04 15:20:42,2021-07-23 16:14:07,奶茶,naai5 caa4,13,10,50,,2021-04-10 17:28:36
2020-05-04 15:20:21,2021-07-23 16:14:07,冰淇淋,bing1 kei4 lam4,4,13,72,,2021-06-03 03:42:18
2020-05-04 15:19:54,2021-07-23 16:14:07,熱狗,jit6 gau2,11,13,62,,2021-03-16 16:56:47
2020-05-02 03:50:37,2021-07-23 16:14:07,衫,saam1,13,2,92,,2020-12-09 14:38:18
2020-04-29 14:00:12,2021-07-23 16:14:07,手機,sau2 gei1,21,28,50,high,2021-08-13 15:40:34
2020-04-29 13:59:59,2021-07-23 16:14:07,電話,din6 waa2,8,8,74,,2021-05-27 19:29:26
2020-04-29 13:59:32,2021-07-23 16:14:07,電腦,din6 nou5,8,6,92,,2021-03-25 12:31:15
2020-04-29 13:59:15,2021-07-23 16:14:07,電視,din6 si6,6,5,84,,2020-12-09 14:38:42
2020-04-29 13:58:20,2021-07-23 16:14:07,笑,siu3,8,1,102,,2020-12-02 17:53:58
2020-04-29 13:58:03,2021-07-23 16:14:07,歌手,go1 sau2,5,13,56,,2021-02-07 20:02:40
2020-04-29 13:57:51,2021-07-23 16:14:07,邊个,bin1 go3,6,12,70,,2021-08-14 15:46:47
2020-04-29 13:55:49,2021-07-23 16:14:07,美劇,mei5 kek6,10,2,92,,2020-12-14 19:34:37
2020-04-29 13:47:38,2021-07-23 16:14:07,韩剧,hon4 kek6,5,13,50,,2021-03-16 17:23:42
2020-04-29 13:46:13,2021-07-23 16:14:07,睇電視,tai2 din6 si6,5,19,60,,2021-04-11 03:33:53
2020-04-29 13:45:34,2021-07-23 16:14:07,台剧,toi4 kek6,8,6,100,,2020-10-24 17:55:20
2020-04-29 13:40:20,2021-07-23 16:14:07,聽日,ting1 jat6,9,8,96,,2020-10-16 01:31:56
2020-04-29 13:39:36,2021-07-23 16:14:07,濕,sap1,8,16,50,,2021-03-20 17:07:33
2020-04-29 13:38:57,2021-07-23 16:14:07,凍,dung3,13,7,74,,2021-03-16 16:26:44
2020-04-29 13:27:31,2021-07-23 16:14:07,做,zou6,7,21,62,,2021-04-11 03:33:34
2020-04-22 14:04:56,2021-07-23 16:14:07,上個,soeng6 go3,7,14,82,,2020-12-09 14:38:09
2020-04-22 14:04:39,2021-07-23 16:14:07,禮拜四,lai5 baai3 sei3,5,14,72,,2021-03-24 22:31:24
2020-04-22 14:03:56,2021-07-23 16:14:07,落雪,lok6 syut3,4,17,70,,2021-03-16 16:57:37
2020-04-22 14:03:20,2021-07-23 16:14:07,閃電,sim2 din6,3,22,60,,2021-04-10 02:37:17
2020-04-22 14:02:42,2021-07-23 16:14:07,雷暴,leoi4 bou6,4,15,86,,2020-12-02 17:56:34
2020-04-22 13:57:55,2021-07-23 16:14:07,涼爽,loeng4 song2,6,19,50,,2021-03-16 16:56:19
2020-04-22 13:49:27,2021-07-23 16:14:07,有風,jau5 fung1,11,6,82,,2021-01-28 17:07:58
2020-04-22 13:47:35,2021-07-23 16:14:07,噚日,cam4 jat6,5,14,84,,2020-11-30 19:12:55
2020-04-22 13:45:04,2021-07-23 16:14:07,明天,ming4 tin1,10,8,60,,2021-08-14 01:49:22
2020-04-22 13:41:26,2021-07-23 16:14:07,今日,gam1 jat6,8,5,86,,2020-10-24 18:25:39
2020-04-22 13:41:07,2021-07-23 16:14:07,有雨,jau5 jyu5,6,14,66,,2021-03-26 14:52:56
2020-04-22 13:40:41,2021-07-23 16:14:07,點啊?,dim2 aa3,12,6,54,,2021-03-20 17:11:22
2020-04-22 13:39:51,2021-07-23 16:14:07,廣州,gwong2 zau1,7,12,68,,2021-03-16 16:56:41
2020-04-22 13:39:32,2021-07-23 16:14:07,多雲,do1 wan4,7,8,74,,2021-03-16 18:27:04
2020-04-22 13:39:17,2021-07-23 16:14:07,晴朗,cing4 long5,4,15,90,,2020-12-02 17:52:57
2020-04-22 13:39:06,2021-07-23 16:14:07,晴天,cing4 tin1,8,13,50,,2021-03-24 22:43:29
2020-04-22 13:27:37,2021-07-23 16:14:07,城市,sing4 si5,4,18,70,,2021-03-16 18:28:08
2020-04-22 13:26:18,2021-07-23 16:14:07,天氣,tin1 hei3,6,10,84,high,2021-08-14 01:04:39
2020-04-22 13:26:04,2021-07-23 16:14:07,熱,jit6,8,2,100,,2020-09-29 17:29:43
2020-04-22 13:24:58,2021-07-23 16:14:07,面,min6,8,1,110,,2020-08-18 18:53:28
2020-04-22 11:22:15,2021-07-23 16:14:07,粟米,suk1 mai5,4,20,70,,2021-03-26 14:52:46
2020-04-22 11:22:02,2021-07-23 16:14:07,荷蘭豆,ho4 laan4¯１ dau6¯２,5,18,50,,2021-03-16 16:58:30
2020-04-22 11:21:00,2021-07-23 16:14:07,涼瓜,loeng4 gwaa1,7,13,50,,2021-03-22 16:40:54
2020-04-22 11:20:46,2021-07-23 16:14:07,絲瓜,si1 gwaa1,5,7,82,low,2020-08-28 00:10:32
2020-04-22 11:19:14,2021-07-23 16:14:07,賣,maai6,10,15,50,,2021-03-21 00:54:50
2020-04-22 11:19:05,2021-07-23 16:14:07,買,maai5,7,7,90,,2021-04-10 17:23:25
2020-04-22 11:18:24,2021-07-23 16:14:07,番薯,faan1 syu2,7,14,68,,2021-03-21 01:03:01
2020-04-22 11:17:05,2021-07-23 16:14:07,蕹菜,ung3 coi3,4,15,82,,2021-03-25 12:30:11
2020-04-22 11:16:34,2021-07-23 16:14:07,生病,saang1 beng6,8,14,54,,2021-01-26 18:32:41
2020-04-22 11:15:20,2021-07-23 16:14:07,湯,tong1,11,8,58,,2021-03-16 17:17:29
2020-04-22 11:14:03,2021-07-23 16:14:07,雞肉,gai1 juk6,4,17,80,,2021-03-25 12:31:03
2020-04-22 11:12:51,2021-07-23 16:14:07,姜,goeng1,7,12,58,,2021-03-16 16:55:58
2020-04-22 11:11:29,2021-07-23 16:14:07,韭菜,gau2 coi3,4,17,70,,2021-03-20 17:10:34
2020-04-22 11:08:45,2021-07-23 16:14:07,燈籠椒,dang1 lung4 ziu1,1,12,84,low,2020-08-29 15:06:04
2020-04-22 11:07:46,2021-07-23 16:14:07,蘆筍,lou4 seon2,4,14,70,,2021-03-20 17:06:58
2020-04-22 11:06:41,2021-07-23 16:14:07,司機,si1 gei1,4,11,70,,2021-02-07 20:08:41
2020-04-22 11:04:40,2021-07-23 16:14:07,今天,gam1 tin1,12,5,68,,2021-03-24 22:45:12
2020-04-22 11:04:16,2021-07-23 16:14:07,唔駛客氣,m4 sai2 haak3 hei3,4,17,64,,2021-03-20 17:09:09
2020-04-15 20:39:50,2021-07-23 16:14:07,辣椒,laat6 ziu1,4,30,54,,2021-06-03 03:41:35
2020-04-15 20:39:09,2021-07-23 16:14:07,冬瓜,dung1 gwaa1,11,14,68,,2021-03-20 17:12:18
2020-04-15 20:38:44,2021-07-23 16:14:07,青瓜,ceng1 gwaa1,16,7,60,,2021-04-13 21:00:47
2020-04-15 20:37:54,2021-07-23 16:14:07,蒜頭,syun3 tau4,4,23,70,,2021-03-16 16:58:52
2020-04-15 20:37:14,2021-07-23 16:14:07,蔥,cung1,12,4,94,,2021-03-20 17:10:51
2020-04-15 20:35:50,2021-07-23 16:14:07,番茄,faan1 ke2,5,24,54,,2021-03-16 18:27:44
